Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2369","KPN_02341","VBIKlePne13394_2369","PATRIC.272620.9.NC_009648.CDS.2564536.2564826.rev","PATRIC","CDS",2564536,2564826,291,"-","FIG00731921","PLF_570_00002775","PGF_00065488","YP_001335997.1",96,"yebO","Uncharacterized protein YebO",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.25","KPN_00025","VBIKlePne13394_0025","PATRIC.272620.9.NC_009648.CDS.25648.26562.fwd","PATRIC","CDS",25648,26562,915,"+","FIG00000527","PLF_570_00000483","PGF_02621603","YP_001333715.1",304,"rihC","Non-specific ribonucleoside hydrolase RihC",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2370",,"VBIKlePne13394_2370","PATRIC.272620.9.NC_009648.CDS.2564901.2565044.rev","PATRIC","CDS",2564901,2565044,144,"-","FIG00920505","PLF_570_00004867","PGF_00033161",,47,,"PhoP/PhoQ regulator MgrB",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2371","KPN_02342","VBIKlePne13394_2371","PATRIC.272620.9.NC_009648.CDS.2565204.2565443.fwd","PATRIC","CDS",2565204,2565443,240,"+","FIG01956019","PLF_570_00003707","PGF_00065658","YP_001335998.1",79,,"Uncharacterized protein YobH",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2372","KPN_02343","VBIKlePne13394_2372","PATRIC.272620.9.NC_009648.CDS.2565500.2566291.rev","PATRIC","CDS",2565500,2566291,792,"-","FIG00096162","PLF_570_00001554","PGF_00058575","YP_001335999.1",263,"kdgR","Transcriptional regulator KdgR, KDG operon repressor",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2373","KPN_02344","VBIKlePne13394_2373","PATRIC.272620.9.NC_009648.CDS.2566418.2567839.fwd","PATRIC","CDS",2566418,2567839,1422,"+","FIG00453115","PLF_570_00003541","PGF_01003614","YP_001336000.1",473,"yebQ","Uncharacterized transporter YebQ, major facilitator superfamily (MFS)",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.224","KPN_00223","VBIKlePne13394_0224","PATRIC.272620.9.NC_009648.CDS.256751.257941.fwd","PATRIC","CDS",256751,257941,1191,"+","FIG01228652","PLF_570_00001501","PGF_01813804","YP_001333907.1",396,,"Uncharacterized MFS-type transporter YtbD",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2374","KPN_02345","VBIKlePne13394_2374","PATRIC.272620.9.NC_009648.CDS.2567905.2568789.rev","PATRIC","CDS",2567905,2568789,885,"-","FIG00553549","PLF_570_00001824","PGF_00037828","YP_001336001.1",294,"htpX","Protease HtpX",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2375","KPN_02346","VBIKlePne13394_2375","PATRIC.272620.9.NC_009648.CDS.2569024.2571072.rev","PATRIC","CDS",2569024,2571072,2049,"-","FIG00001779","PLF_570_00000227","PGF_01455467","YP_001336002.1",682,"prc","Tail-specific protease precursor (EC 3.4.21.102)",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2376","KPN_02347","VBIKlePne13394_2376","PATRIC.272620.9.NC_009648.CDS.2571092.2571769.rev","PATRIC","CDS",2571092,2571769,678,"-","FIG00003164","PLF_570_00001823","PGF_00036688","YP_001336003.1",225,"proQ","RNA chaperone ProQ",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2377","KPN_02348","VBIKlePne13394_2377","PATRIC.272620.9.NC_009648.CDS.2571867.2572364.rev","PATRIC","CDS",2571867,2572364,498,"-","FIG00002672","PLF_570_00001390","PGF_05117700","YP_001336004.1",165,"yebR","Free methionine-(R)-sulfoxide reductase, contains GAF domain",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2378","KPN_02349","VBIKlePne13394_2378","PATRIC.272620.9.NC_009648.CDS.2572602.2573780.fwd","PATRIC","CDS",2572602,2573780,1179,"+","FIG00018330","PLF_570_00001169","PGF_12712733","YP_001336005.1",392,"yebS","Inner membrane protein YebS",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2379","KPN_02350","VBIKlePne13394_2379","PATRIC.272620.9.NC_009648.CDS.2573749.2576382.fwd","PATRIC","CDS",2573749,2576382,2634,"+","FIG00001192","PLF_570_00002843","PGF_12712284","YP_001336006.1",877,,"Uncharacterized protein YebT",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2380","KPN_02351","VBIKlePne13394_2380","PATRIC.272620.9.NC_009648.CDS.2576506.2577939.fwd","PATRIC","CDS",2576506,2577939,1434,"+","FIG00972744","PLF_570_00000654","PGF_00007818","YP_001336007.1",477,"yebU","16S rRNA (cytosine(1407)-C(5))-methyltransferase (EC 2.1.1.178)",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2381","KPN_02352","VBIKlePne13394_2381","PATRIC.272620.9.NC_009648.CDS.2577986.2578294.fwd","PATRIC","CDS",2577986,2578294,309,"+","FIG00731405","PLF_570_00067414","PGF_05018643","YP_001336008.1",102,"yebV","Putative cytoplasmic protein YebV",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2382","KPN_02353","VBIKlePne13394_2382","PATRIC.272620.9.NC_009648.CDS.2578392.2578583.fwd","PATRIC","CDS",2578392,2578583,192,"+","FIG00732530","PLF_570_00003530","PGF_06130962","YP_001336009.1",63,"yebW","Uncharacterized protein YebW",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2383","KPN_02354","VBIKlePne13394_2383","PATRIC.272620.9.NC_009648.CDS.2578580.2579233.rev","PATRIC","CDS",2578580,2579233,654,"-","FIG00553316","PLF_570_00001884","PGF_00051492","YP_001336010.1",217,"pphA","Serine/threonine protein phosphatase 1 (EC 3.1.3.16)","GO:0004721|phosphoprotein phosphatase activity"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2384","KPN_02355","VBIKlePne13394_2384","PATRIC.272620.9.NC_009648.CDS.2579390.2580358.fwd","PATRIC","CDS",2579390,2580358,969,"+","FIG00622690","PLF_570_00003542","PGF_03936936","YP_001336011.1",322,,"VirK",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2385",,"VBIKlePne13394_2385","PATRIC.272620.9.NC_009648.CDS.2580463.2580606.fwd","PATRIC","CDS",2580463,2580606,144,"+","FIG00732887","PLF_570_00003465","PGF_00743955",,47,,"hypothetical protein",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.225","KPN_00224","VBIKlePne13394_0225","PATRIC.272620.9.NC_009648.CDS.258065.258841.fwd","PATRIC","CDS",258065,258841,777,"+","FIG00731749","PLF_570_00001577","PGF_00064294","YP_001333908.1",258,"yafD","UPF0294 protein YafD",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2386","KPN_02356","VBIKlePne13394_2386","PATRIC.272620.9.NC_009648.CDS.2581241.2581579.rev","PATRIC","CDS",2581241,2581579,339,"-","FIG00923183","PLF_570_00001708","PGF_00001036","YP_001336012.1",112,"yebY","FIG00923183: possible exported protein YebY",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2387","KPN_02357","VBIKlePne13394_2387","PATRIC.272620.9.NC_009648.CDS.2581596.2582465.rev","PATRIC","CDS",2581596,2582465,870,"-","FIG00001556","PLF_570_00003428","PGF_00419566","YP_001336013.1",289,"yebZ","Copper resistance protein CopD",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2388","KPN_02358","VBIKlePne13394_2388","PATRIC.272620.9.NC_009648.CDS.2582469.2582819.rev","PATRIC","CDS",2582469,2582819,351,"-","FIG00088850","PLF_570_00036065","PGF_00572136","YP_001336014.1",116,"yobA","Copper resistance protein CopC",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2389","KPN_02359","VBIKlePne13394_2389","PATRIC.272620.9.NC_009648.CDS.2582956.2583186.fwd","PATRIC","CDS",2582956,2583186,231,"+","FIG00002786","PLF_570_00001686","PGF_08970263","YP_001336015.1",76,"holE","DNA polymerase III theta subunit (EC 2.7.7.7)","GO:0003887|DNA-directed DNA polymerase activity"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2390","KPN_02360","VBIKlePne13394_2390","PATRIC.272620.9.NC_009648.CDS.2583265.2583924.fwd","PATRIC","CDS",2583265,2583924,660,"+","FIG00634493","PLF_570_00014608","PGF_00425044","YP_001336016.1",219,"exoX","Exodeoxyribonuclease X",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2391","KPN_02361","VBIKlePne13394_2391","PATRIC.272620.9.NC_009648.CDS.2583928.2585955.rev","PATRIC","CDS",2583928,2585955,2028,"-","FIG00614142","PLF_570_00000261","PGF_10292989","YP_001336017.1",675,"ptrB","Protease II (EC 3.4.21.83)",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2392","KPN_02362","VBIKlePne13394_2392","PATRIC.272620.9.NC_009648.CDS.2586109.2586768.rev","PATRIC","CDS",2586109,2586768,660,"-","FIG00638451","PLF_570_00001380","PGF_00425941","YP_001336018.1",219,"yebE","FIG004088: inner membrane protein YebE",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2393","KPN_02363","VBIKlePne13394_2393","PATRIC.272620.9.NC_009648.CDS.2586908.2587255.rev","PATRIC","CDS",2586908,2587255,348,"-","FIG01220391","PLF_570_00003087","PGF_00067273","YP_001336019.1",115,"yebG","YebG, DNA damage-inducible gene in SOS regulon, expressed in stationary phase",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2394","KPN_02364","VBIKlePne13394_2394","PATRIC.272620.9.NC_009648.CDS.2587400.2588578.fwd","PATRIC","CDS",2587400,2588578,1179,"+","FIG00000909","PLF_570_00002612","PGF_00033971","YP_001336020.1",392,"purT","Formate-dependent phosphoribosylglycinamide formyltransferase",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2395","KPN_02365","VBIKlePne13394_2395","PATRIC.272620.9.NC_009648.CDS.2588635.2589276.rev","PATRIC","CDS",2588635,2589276,642,"-","FIG01956173","PLF_570_00002517","PGF_00730641","YP_001336021.1",213,"eda","4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)","GO:0008675|2-dehydro-3-deoxy-phosphogluconate aldolase activity"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2396","KPN_02366","VBIKlePne13394_2396","PATRIC.272620.9.NC_009648.CDS.2589315.2591126.rev","PATRIC","CDS",2589315,2591126,1812,"-","FIG00001026","PLF_570_00000940","PGF_00033488","YP_001336022.1",603,"edd","Phosphogluconate dehydratase (EC 4.2.1.12)","GO:0004456|phosphogluconate dehydratase activity"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.226","KPN_00225","VBIKlePne13394_0226","PATRIC.272620.9.NC_009648.CDS.258933.259703.fwd","PATRIC","CDS",258933,259703,771,"+","FIG01956006","PLF_570_00001530","PGF_00049546","YP_001333909.1",256,"yafE","SAM-dependent methyltransferase YafE (UbiE paralog)",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2397","KPN_02367","VBIKlePne13394_2397","PATRIC.272620.9.NC_009648.CDS.2591349.2592824.rev","PATRIC","CDS",2591349,2592824,1476,"-","FIG00000332","PLF_570_00000558","PGF_06027248","YP_001336023.1",491,"zwf","Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)","GO:0004345|glucose-6-phosphate dehydrogenase activity"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2398","KPN_02368","VBIKlePne13394_2398","PATRIC.272620.9.NC_009648.CDS.2593144.2594049.fwd","PATRIC","CDS",2593144,2594049,906,"+","FIG00509808","PLF_570_00000412","PGF_10349833","YP_001336024.1",301,"yebK","Phosphogluconate repressor HexR, RpiR family",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2399","KPN_02369","VBIKlePne13394_2399","PATRIC.272620.9.NC_009648.CDS.2594175.2595617.fwd","PATRIC","CDS",2594175,2595617,1443,"+","FIG00000043","PLF_570_00000960","PGF_07760799","YP_001336025.1",480,"pykA","Pyruvate kinase (EC 2.7.1.40)","GO:0004743|pyruvate kinase activity"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2400","KPN_02370","VBIKlePne13394_2400","PATRIC.272620.9.NC_009648.CDS.2595658.2596632.rev","PATRIC","CDS",2595658,2596632,975,"-","FIG01259873","PLF_570_00002829","PGF_00017063","YP_001336026.1",324,"msbB","Lipid A biosynthesis myristoyltransferase (EC 2.3.1.243)",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2401","KPN_02371","VBIKlePne13394_2401","PATRIC.272620.9.NC_009648.CDS.2596750.2598069.rev","PATRIC","CDS",2596750,2598069,1320,"-","FIG00095288","PLF_570_00001151","PGF_00023403","YP_001336027.1",439,"yebA","Murein DD-endopeptidase MepM",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.227","KPN_00226","VBIKlePne13394_0227","PATRIC.272620.9.NC_009648.CDS.259761.260816.rev","PATRIC","CDS",259761,260816,1056,"-","FIG00008294","PLF_570_00001781","PGF_08109371","YP_001333910.1",351,"mltD","Membrane-bound lytic murein transglycosylase D",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2402","KPN_02372","VBIKlePne13394_2402","PATRIC.272620.9.NC_009648.CDS.2598085.2598936.rev","PATRIC","CDS",2598085,2598936,852,"-","FIG00021555","PLF_570_00001598","PGF_02486076","YP_001336028.1",283,"znuA","Zinc ABC transporter, substrate-binding protein ZnuA",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2403","KPN_02373","VBIKlePne13394_2403","PATRIC.272620.9.NC_009648.CDS.2599141.2599860.fwd","PATRIC","CDS",2599141,2599860,720,"+","FIG00059280","PLF_570_00001949","PGF_08228852","YP_001336029.1",239,"znuC","Zinc ABC transporter, ATP-binding protein ZnuC","GO:0005524|ATP binding;GO:0016887|ATPase activity"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2404","KPN_02374","VBIKlePne13394_2404","PATRIC.272620.9.NC_009648.CDS.2599860.2600645.fwd","PATRIC","CDS",2599860,2600645,786,"+","FIG00005113","PLF_570_00002879","PGF_04150742","YP_001336030.1",261,"znuB","Zinc ABC transporter, permease protein ZnuB",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2405","KPN_02375","VBIKlePne13394_2405","PATRIC.272620.9.NC_009648.CDS.2600709.2601719.rev","PATRIC","CDS",2600709,2601719,1011,"-","FIG00000352","PLF_570_00002562","PGF_05049118","YP_001336031.1",336,"ruvB","Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12)",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2406","KPN_02376","VBIKlePne13394_2406","PATRIC.272620.9.NC_009648.CDS.2601728.2602339.rev","PATRIC","CDS",2601728,2602339,612,"-","FIG00000314","PLF_570_00115871","PGF_03189552","YP_001336032.1",203,"ruvA","Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12)",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2407","KPN_02377","VBIKlePne13394_2407","PATRIC.272620.9.NC_009648.CDS.2602419.2602940.rev","PATRIC","CDS",2602419,2602940,522,"-","FIG00095112","PLF_570_00001673","PGF_00419702","YP_001336033.1",173,"ruvC","Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4)",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2408","KPN_02378","VBIKlePne13394_2408","PATRIC.272620.9.NC_009648.CDS.2602975.2603715.rev","PATRIC","CDS",2602975,2603715,741,"-","FIG01303887","PLF_570_00001491","PGF_05767868","YP_001336034.1",246,"yebC","Probable transcriptional regulatory protein YebC",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2409","KPN_02379","VBIKlePne13394_2409","PATRIC.272620.9.NC_009648.CDS.2603743.2604186.rev","PATRIC","CDS",2603743,2604186,444,"-","FIG00001476","PLF_570_00002045","PGF_00423376","YP_001336035.1",147,"ntpA","Dihydroneopterin triphosphate pyrophosphohydrolase type 2",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2410","KPN_02380","VBIKlePne13394_2410","PATRIC.272620.9.NC_009648.CDS.2604188.2605975.rev","PATRIC","CDS",2604188,2605975,1788,"-",,"PLF_570_00000367","PGF_06589185","YP_001336036.1",595,"aspS","Aspartyl-tRNA synthetase (EC 6.1.1.12)","GO:0004815|aspartate-tRNA ligase activity"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2411","KPN_02381","VBIKlePne13394_2411","PATRIC.272620.9.NC_009648.CDS.2606243.2606809.fwd","PATRIC","CDS",2606243,2606809,567,"+","FIG00025209","PLF_570_00001748","PGF_03340039","YP_001336037.1",188,"yecD","Isochorismatase family protein YecD",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2412","KPN_02382","VBIKlePne13394_2412","PATRIC.272620.9.NC_009648.CDS.2606806.2607624.fwd","PATRIC","CDS",2606806,2607624,819,"+","FIG00634249","PLF_570_00000514","PGF_00064385","YP_001336038.1",272,"yecE","UPF0759 protein YecE",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2413","KPN_02383","VBIKlePne13394_2413","PATRIC.272620.9.NC_009648.CDS.2607677.2608072.fwd","PATRIC","CDS",2607677,2608072,396,"+","FIG00732309","PLF_570_00001410","PGF_10463348","YP_001336039.1",131,"yecN","Inner membrane protein YecN",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2414","KPN_02384","VBIKlePne13394_2414","PATRIC.272620.9.NC_009648.CDS.2608112.2608855.fwd","PATRIC","CDS",2608112,2608855,744,"+","FIG00001950","PLF_570_00001277","PGF_06023067","YP_001336040.1",247,"yecO","Carboxy-S-adenosyl-L-methionine synthase",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2415","KPN_02385","VBIKlePne13394_2415","PATRIC.272620.9.NC_009648.CDS.2608852.2609856.fwd","PATRIC","CDS",2608852,2609856,1005,"+","FIG00001508","PLF_570_00001611","PGF_00413182","YP_001336041.1",334,"yecP","tRNA ho5U(34) carboxymethyltransferase",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2416","KPN_02386","VBIKlePne13394_2416","PATRIC.272620.9.NC_009648.CDS.2609938.2610681.rev","PATRIC","CDS",2609938,2610681,744,"-","FIG00000856","PLF_570_00000841","PGF_00420612","YP_001336042.1",247,"cutC","Cytoplasmic copper homeostasis protein CutC",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2417","KPN_02387","VBIKlePne13394_2417","PATRIC.272620.9.NC_009648.CDS.2610758.2611327.rev","PATRIC","CDS",2610758,2611327,570,"-","FIG01220712","PLF_570_00001492","PGF_00037978","YP_001336043.1",189,"yecM","Protein YecM",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2418","KPN_02388","VBIKlePne13394_2418","PATRIC.272620.9.NC_009648.CDS.2611563.2613296.fwd","PATRIC","CDS",2611563,2613296,1734,"+","FIG00000088","PLF_570_00000451","PGF_00926109","YP_001336044.1",577,"argS","Arginyl-tRNA synthetase (EC 6.1.1.19)","GO:0004814|arginine-tRNA ligase activity"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.228","KPN_00227","VBIKlePne13394_0228","PATRIC.272620.9.NC_009648.CDS.261200.261955.rev","PATRIC","CDS",261200,261955,756,"-","FIG00000013","PLF_570_00001405","PGF_00906364","YP_001333911.1",251,"gloB","Hydroxyacylglutathione hydrolase (EC 3.1.2.6)","GO:0004416|hydroxyacylglutathione hydrolase activity"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2419","KPN_02389","VBIKlePne13394_2419","PATRIC.272620.9.NC_009648.CDS.2613358.2614497.rev","PATRIC","CDS",2613358,2614497,1140,"-","FIG00006764","PLF_570_00000764","PGF_03081716","YP_001336045.1",379,,"Rhamnogalacturonides degradation protein RhiN",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2420","KPN_02390","VBIKlePne13394_2420","PATRIC.272620.9.NC_009648.CDS.2614502.2616085.rev","PATRIC","CDS",2614502,2616085,1584,"-","FIG00064397","PLF_570_00001211","PGF_00048271","YP_001336046.1",527,,"Rhamnogalacturonide transporter RhiT",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2421","KPN_02391","VBIKlePne13394_2421","PATRIC.272620.9.NC_009648.CDS.2616438.2616866.fwd","PATRIC","CDS",2616438,2616866,429,"+","FIG00004558","PLF_570_00001594","PGF_00065938","YP_001336047.1",142,"yecG","Universal stress protein C",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2422","KPN_02392","VBIKlePne13394_2422","PATRIC.272620.9.NC_009648.CDS.2616890.2618314.rev","PATRIC","CDS",2616890,2618314,1425,"-","FIG00001100","PLF_570_00001044","PGF_06214912","YP_001336048.1",474,"otsA","Alpha,alpha-trehalose-phosphate synthase [UDP-forming] (EC 2.4.1.15)","GO:0003825|alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2423","KPN_02393","VBIKlePne13394_2423","PATRIC.272620.9.NC_009648.CDS.2618289.2619077.rev","PATRIC","CDS",2618289,2619077,789,"-","FIG00001349","PLF_570_00001916","PGF_02737404","YP_001336049.1",262,"otsB","Trehalose-6-phosphate phosphatase (EC 3.1.3.12)",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2424","KPN_02394","VBIKlePne13394_2424","PATRIC.272620.9.NC_009648.CDS.2619239.2620219.rev","PATRIC","CDS",2619239,2620219,981,"-","FIG00004109","PLF_570_00000894","PGF_10500186","YP_001336050.1",326,"araH","L-arabinose ABC transporter, permease protein AraH",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2425","KPN_02395","VBIKlePne13394_2425","PATRIC.272620.9.NC_009648.CDS.2620234.2621748.rev","PATRIC","CDS",2620234,2621748,1515,"-","FIG00003757","PLF_570_00000893","PGF_10409748","YP_001336051.1",504,"araG","L-arabinose ABC transporter, ATP-binding protein AraG",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.229","KPN_00228","VBIKlePne13394_0229","PATRIC.272620.9.NC_009648.CDS.262042.262710.fwd","PATRIC","CDS",262042,262710,669,"+","FIG00005121","PLF_570_00001381","PGF_00426342","YP_001333912.1",222,"yafS","FIG005121: SAM-dependent methyltransferase (EC 2.1.1.-)",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2426","KPN_02396","VBIKlePne13394_2426","PATRIC.272620.9.NC_009648.CDS.2621811.2622791.rev","PATRIC","CDS",2621811,2622791,981,"-","FIG00003299","PLF_570_00001131","PGF_00016041","YP_001336052.1",326,"araF","L-arabinose ABC transporter, substrate-binding protein AraF",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2427","KPN_02397","VBIKlePne13394_2427","PATRIC.272620.9.NC_009648.CDS.2623683.2624192.fwd","PATRIC","CDS",2623683,2624192,510,"+","FIG00004237","PLF_570_00003561","PGF_06077968","YP_001336053.1",169,"yecI","Bacterial non-heme ferritin (EC 1.16.3.2)",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2428","KPN_02398","VBIKlePne13394_2428","PATRIC.272620.9.NC_009648.CDS.2624487.2625998.fwd","PATRIC","CDS",2624487,2625998,1512,"+","FIG00453115","PLF_570_00009023","PGF_00026896","YP_001336054.1",503,,"Oligogalacturonide transporter",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2429",,"VBIKlePne13394_2429","PATRIC.272620.9.NC_009648.CDS.2626036.2626287.rev","PATRIC","CDS",2626036,2626287,252,"-","FIG00510288","PLF_570_00002268","PGF_10548361",,83,,"hypothetical protein",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.2430","KPN_02399","VBIKlePne13394_2430","PATRIC.272620.9.NC_009648.CDS.2626438.2627859.fwd","PATRIC","CDS",2626438,2627859,1422,"+","FIG00613966","PLF_570_00051057","PGF_09996723","YP_001336055.1",473,,"Uncharacterized MFS-type transporter",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.230","KPN_00229","VBIKlePne13394_0230","PATRIC.272620.9.NC_009648.CDS.262707.263174.rev","PATRIC","CDS",262707,263174,468,"-","FIG00000542","PLF_570_00036404","PGF_09258168","YP_001333913.1",155,"rnhA","Ribonuclease HI (EC 3.1.26.4)","GO:0003676|nucleic acid binding;GO:0004523|ribonuclease H activity"
